plz4,plzz,plznamk,plznaml,ktkz,gdenr,gdenamk,source,changed
7414,0,Fürstenau,Fürstenau,GR,3633,Fürstenau,GEN,20.05.2023 05:34:00
7405,0,Rothenbrunnen,Rothenbrunnen,GR,3637,Rothenbrunnen,GEN,20.05.2023 05:34:00
7412,0,Scharans,Scharans,GR,3638,Scharans,GEN,20.05.2023 05:34:00
7411,0,Sils im Domleschg,Sils im Domleschg,GR,3640,Sils im Domleschg,GEN,20.05.2023 05:34:00
7408,0,Cazis,Cazis,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7405,0,Rothenbrunnen,Rothenbrunnen,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7415,0,Rodels,Rodels,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7421,0,Summaprada,Summaprada,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7423,2,Portein,Portein,GR,3661,Cazis,GEN,20.05.2023 05:34:01
7424,1,Dalin,Dalin,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7424,0,Präz,Präz,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7423,0,Sarn,Sarn,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7422,0,Tartar,Tartar,GR,3661,Cazis,GEN,20.05.2023 05:34:00
7426,0,Flerden,Flerden,GR,3662,Flerden,GEN,20.05.2023 05:34:00
7425,0,Masein,Masein,GR,3663,Masein,GEN,20.05.2023 05:34:00
7421,0,Summaprada,Summaprada,GR,3663,Masein,GEN,20.05.2023 05:34:00
7431,1,Mutten,Mutten,GR,3668,Thusis,GEN,20.05.2023 05:34:00
7431,2,Obermutten,Obermutten,GR,3668,Thusis,GEN,20.05.2023 05:34:01
7430,0,Thusis,Thusis,GR,3668,Thusis,GEN,20.05.2023 05:34:00
7428,0,Tschappina,Tschappina,GR,3669,Tschappina,GEN,20.05.2023 05:34:00
7427,0,Urmein,Urmein,GR,3670,Urmein,GEN,20.05.2023 05:34:00
7122,0,Valendas,Valendas,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7104,0,Versam,Versam,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7402,0,Bonaduz,Bonaduz,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7107,0,Safien Platz,Safien Platz,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7109,0,Thalkirch,Thalkirch,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7106,0,Tenna,Tenna,GR,3672,Safiental,GEN,20.05.2023 05:34:00
7416,0,Almens,Almens,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7404,0,Feldis/Veulden,Feldis/Veulden,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7417,0,Paspels,Paspels,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7415,2,Pratval,Pratval,GR,3673,Domleschg,GEN,20.05.2023 05:34:01
7415,0,Rodels,Rodels,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7419,0,Scheid,Scheid,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7407,0,Trans,Trans,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7418,0,Tumegl/Tomils,Tumegl/Tomils,GR,3673,Domleschg,GEN,20.05.2023 05:34:00
7447,0,Avers,Avers,GR,3681,Avers,GEN,20.05.2023 05:34:00
7448,0,Juf,Juf,GR,3681,Avers,GEN,20.05.2023 05:34:00
7434,0,Sufers,Sufers,GR,3695,Sufers,GEN,20.05.2023 05:34:00
7440,0,Andeer,Andeer,GR,3701,Andeer,GEN,20.05.2023 05:34:00
7442,0,Clugin,Clugin,GR,3701,Andeer,GEN,20.05.2023 05:34:00
7443,0,Pignia,Pignia,GR,3701,Andeer,GEN,20.05.2023 05:34:00
7430,2,Rongellen,Rongellen,GR,3711,Rongellen,GEN,20.05.2023 05:34:00
7432,0,Zillis,Zillis,GR,3712,Zillis-Reischen,GEN,20.05.2023 05:34:00
7444,0,Ausserferrera,Ausserferrera,GR,3713,Ferrera,GEN,20.05.2023 05:34:00
7445,0,Innerferrera,Innerferrera,GR,3713,Ferrera,GEN,20.05.2023 05:34:00
7438,0,Hinterrhein,Hinterrhein,GR,3714,Rheinwald,GEN,20.05.2023 05:34:00
7436,0,Medels,Medels im Rheinwald,GR,3714,Rheinwald,GEN,20.05.2023 05:34:00
7437,0,Nufenen,Nufenen,GR,3714,Rheinwald,GEN,20.05.2023 05:34:00
7435,0,Splügen,Splügen,GR,3714,Rheinwald,GEN,20.05.2023 05:34:00
7433,5,Wergenstein,Wergenstein,GR,3715,Muntogna da Schons,GEN,20.05.2023 05:34:00
7433,0,Donat,Donat,GR,3715,Muntogna da Schons,GEN,20.05.2023 05:34:00
7433,3,Lohn GR,Lohn GR,GR,3715,Muntogna da Schons,GEN,20.05.2023 05:34:00
7433,4,Mathon,Mathon,GR,3715,Muntogna da Schons,GEN,20.05.2023 05:34:00
7402,0,Bonaduz,Bonaduz,GR,3721,Bonaduz,GEN,20.05.2023 05:34:00
7013,0,Domat/Ems,Domat/Ems,GR,3722,Domat/Ems,GEN,20.05.2023 05:34:00
7403,0,Rhäzüns,Rhäzüns,GR,3723,Rhäzüns,GEN,20.05.2023 05:34:00
7012,0,Felsberg,Felsberg,GR,3731,Felsberg,GEN,20.05.2023 05:34:00
7019,0,Fidaz,Fidaz,GR,3732,Flims,GEN,20.05.2023 05:34:00
7017,0,Flims Dorf,Flims Dorf,GR,3732,Flims,GEN,20.05.2023 05:34:00
7018,0,Flims Waldhaus,Flims Waldhaus,GR,3732,Flims,GEN,20.05.2023 05:34:00
7015,0,Tamins,Tamins,GR,3733,Tamins,GEN,20.05.2023 05:34:00
7315,0,Vättis,Vättis,GR,3733,Tamins,GEN,20.05.2023 05:34:00
7014,0,Trin,Trin,GR,3734,Trin,GEN,20.05.2023 05:34:00
7016,0,Trin Mulin,Trin Mulin,GR,3734,Trin,GEN,20.05.2023 05:34:00
7015,0,Tamins,Tamins,GR,3734,Trin,GEN,20.05.2023 05:34:00
7543,0,Lavin,Lavin,GR,3746,Zernez,GEN,20.05.2023 05:34:00
7542,0,Susch,Susch,GR,3746,Zernez,GEN,20.05.2023 05:34:00
7530,0,Zernez,Zernez,GR,3746,Zernez,GEN,20.05.2023 05:34:00
7527,0,Brail,Brail,GR,3746,Zernez,GEN,20.05.2023 05:34:00
7260,0,Davos Dorf,Davos Dorf,GR,3746,Zernez,GEN,20.05.2023 05:34:00
7562,0,Samnaun-Compatsch,Samnaun-Compatsch,GR,3752,Samnaun,GEN,20.05.2023 05:34:00
7563,0,Samnaun Dorf,Samnaun Dorf,GR,3752,Samnaun,GEN,20.05.2023 05:34:00
7546,0,Ardez,Ardez,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7545,0,Guarda,Guarda,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7553,0,Tarasp,Tarasp,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7552,0,Vulpera,Vulpera,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7551,0,Ftan,Ftan,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7550,0,Scuol,Scuol,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7554,0,Sent,Sent,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7557,0,Vnà,Vnà,GR,3762,Scuol,GEN,20.05.2023 05:34:00
7557,0,Vnà,Vnà,GR,3764,Valsot,GEN,20.05.2023 05:34:00
7556,0,Ramosch,Ramosch,GR,3764,Valsot,GEN,20.05.2023 05:34:00
7558,0,Strada,Strada,GR,3764,Valsot,GEN,20.05.2023 05:34:00
7559,0,Tschlin,Tschlin,GR,3764,Valsot,GEN,20.05.2023 05:34:00
7560,0,Martina,Martina,GR,3764,Valsot,GEN,20.05.2023 05:34:00
7502,0,Bever,Bever,GR,3781,Bever,GEN,20.05.2023 05:34:00
7505,0,Celerina,Celerina/Schlarigna,GR,3782,Celerina/Schlarigna,GEN,20.05.2023 05:34:00
7500,0,St. Moritz,St. Moritz,GR,3782,Celerina/Schlarigna,GEN,20.05.2023 05:34:00
7504,0,Pontresina,Pontresina,GR,3782,Celerina/Schlarigna,GEN,20.05.2023 05:34:00
7523,0,Madulain,Madulain,GR,3783,Madulain,GEN,20.05.2023 05:34:00
7504,0,Pontresina,Pontresina,GR,3784,Pontresina,GEN,20.05.2023 05:34:00
7522,0,La Punt Chamues-ch,La Punt Chamues-ch,GR,3785,La Punt Chamues-ch,GEN,20.05.2023 05:34:00
7503,0,Samedan,Samedan,GR,3786,Samedan,GEN,20.05.2023 05:34:00
7504,0,Pontresina,Pontresina,GR,3786,Samedan,GEN,20.05.2023 05:34:00
7513,2,Silvaplana-Surlej,Silvaplana-Surlej,GR,3786,Samedan,GEN,20.05.2023 05:34:01
7500,0,St. Moritz,St. Moritz,GR,3787,St. Moritz,GEN,20.05.2023 05:34:00
7512,0,Champfèr,Champfèr,GR,3787,St. Moritz,GEN,20.05.2023 05:34:00
7525,0,S-chanf,S-chanf,GR,3788,S-chanf,GEN,20.05.2023 05:34:00
7526,1,Chapella,Chapella,GR,3788,S-chanf,GEN,20.05.2023 05:34:01
7526,0,Cinuos-chel,Cinuos-chel,GR,3788,S-chanf,GEN,20.05.2023 05:34:00
7514,0,Sils/Segl Maria,Sils/Segl Maria,GR,3789,Sils im Engadin/Segl,GEN,20.05.2023 05:34:00
7515,0,Sils/Segl Baselgia,Sils/Segl Baselgia,GR,3789,Sils im Engadin/Segl,GEN,20.05.2023 05:34:00
7514,2,Fex,Fex,GR,3789,Sils im Engadin/Segl,GEN,20.05.2023 05:34:00
7517,0,Plaun da Lej,Plaun da Lej,GR,3789,Sils im Engadin/Segl,GEN,20.05.2023 05:34:00
7513,0,Silvaplana,Silvaplana,GR,3790,Silvaplana,GEN,20.05.2023 05:34:00
7513,2,Silvaplana-Surlej,Silvaplana-Surlej,GR,3790,Silvaplana,GEN,20.05.2023 05:34:01
7512,0,Champfèr,Champfèr,GR,3790,Silvaplana,GEN,20.05.2023 05:34:00
7524,0,Zuoz,Zuoz,GR,3791,Zuoz,GEN,20.05.2023 05:34:00
7606,1,Bondo,Bondo,GR,3792,Bregaglia,GEN,20.05.2023 05:34:01
7606,0,Promontogno,Promontogno,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7608,0,Castasegna,Castasegna,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7610,0,Soglio,Soglio,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7605,0,Stampa,Stampa,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7604,0,Borgonovo,Borgonovo,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7516,0,Maloja,Maloja,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7602,0,Casaccia,Casaccia,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7603,0,Vicosoprano,Vicosoprano,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
7447,0,Avers,Avers,GR,3792,Bregaglia,GEN,20.05.2023 05:34:00
6542,0,Buseno,Buseno,GR,3804,Buseno,GEN,20.05.2023 05:34:00
6537,0,Grono,Grono,GR,3805,Castaneda,GEN,20.05.2023 05:34:00
6540,0,Castaneda,Castaneda,GR,3805,Castaneda,GEN,20.05.2023 05:34:00
6541,0,Sta. Maria,Sta. Maria in Calanca,GR,3805,Castaneda,GEN,20.05.2023 05:34:00
6548,0,Rossa,Rossa,GR,3808,Rossa,GEN,20.05.2023 05:34:00
6548,1,Augio,Augio,GR,3808,Rossa,GEN,20.05.2023 05:34:00
6548,2,Sta. Domenica,Sta. Domenica,GR,3808,Rossa,GEN,20.05.2023 05:34:01
6541,0,Sta. Maria,Sta. Maria in Calanca,GR,3810,Santa Maria in Calanca,GEN,20.05.2023 05:34:00
6558,0,Lostallo,Lostallo,GR,3821,Lostallo,GEN,20.05.2023 05:34:00
6565,0,S. Bernardino,S. Bernardino,GR,3822,Mesocco,GEN,20.05.2023 05:34:00
6563,0,Mesocco,Mesocco,GR,3822,Mesocco,GEN,20.05.2023 05:34:00
6562,0,Soazza,Soazza,GR,3823,Soazza,GEN,20.05.2023 05:34:00
6557,0,Cama,Cama,GR,3831,Cama,GEN,20.05.2023 05:34:00
6537,0,Grono,Grono,GR,3832,Grono,GEN,20.05.2023 05:34:00
6556,0,Leggia,Leggia,GR,3832,Grono,GEN,20.05.2023 05:34:00
6538,0,Verdabbio,Verdabbio,GR,3832,Grono,GEN,20.05.2023 05:34:00
6557,0,Cama,Cama,GR,3832,Grono,GEN,20.05.2023 05:34:00
6535,0,Roveredo GR,Roveredo GR,GR,3834,Roveredo (GR),GEN,20.05.2023 05:34:00
6549,0,Laura,Laura,GR,3834,Roveredo (GR),GEN,20.05.2023 05:34:00
6534,0,S. Vittore,S. Vittore,GR,3835,San Vittore,GEN,20.05.2023 05:34:00
6543,0,Arvigo,Arvigo,GR,3837,Calanca,GEN,20.05.2023 05:34:00
6545,0,Selma,Selma,GR,3837,Calanca,GEN,20.05.2023 05:34:00
6544,0,Braggio,Braggio,GR,3837,Calanca,GEN,20.05.2023 05:34:00
6546,0,Cauco,Cauco,GR,3837,Calanca,GEN,20.05.2023 05:34:00
7533,0,Fuldera,Fuldera,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7534,0,Lü,Lü,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7537,0,Müstair,Müstair,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7536,0,Sta. Maria V. M.,Sta. Maria Val Müstair,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7532,0,Tschierv,Tschierv,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7535,0,Valchava,Valchava,GR,3847,Val Müstair,GEN,20.05.2023 05:34:00
7494,0,Davos Wiesen,Davos Wiesen,GR,3851,Davos,GEN,20.05.2023 05:34:00
7270,0,Davos Platz,Davos Platz,GR,3851,Davos,GEN,20.05.2023 05:34:00
7260,0,Davos Dorf,Davos Dorf,GR,3851,Davos,GEN,20.05.2023 05:34:00
7272,0,Davos Clavadel,Davos Clavadel,GR,3851,Davos,GEN,20.05.2023 05:34:00
7265,0,Davos Wolfgang,Davos Wolfgang,GR,3851,Davos,GEN,20.05.2023 05:34:00
7276,0,Davos Frauenkirch,Davos Frauenkirch,GR,3851,Davos,GEN,20.05.2023 05:34:00
7277,0,Davos Glaris,Davos Glaris,GR,3851,Davos,GEN,20.05.2023 05:34:00
7278,0,Davos Monstein,Davos Monstein,GR,3851,Davos,GEN,20.05.2023 05:34:00
7235,0,Fideris,Fideris,GR,3861,Fideris,GEN,20.05.2023 05:34:00
7232,0,Furna,Furna,GR,3862,Furna,GEN,20.05.2023 05:34:00
7233,0,Jenaz,Jenaz,GR,3863,Jenaz,GEN,20.05.2023 05:34:00
7231,0,Pragg-Jenaz,Pragg-Jenaz,GR,3863,Jenaz,GEN,20.05.2023 05:34:00
7249,0,Serneus,Serneus,GR,3871,Klosters,GEN,20.05.2023 05:34:00
7252,0,Klosters Dorf,Klosters Dorf,GR,3871,Klosters,GEN,20.05.2023 05:34:00
7250,0,Klosters,Klosters,GR,3871,Klosters,GEN,20.05.2023 05:34:00
7265,0,Davos Wolfgang,Davos Wolfgang,GR,3871,Klosters,GEN,20.05.2023 05:34:00
7247,0,Saas im Prättigau,Saas im Prättigau,GR,3871,Klosters,GEN,20.05.2023 05:34:00
7241,0,Conters,Conters im Prättigau,GR,3881,Conters im Prättigau,GEN,20.05.2023 05:34:00
7240,0,Küblis,Küblis,GR,3882,Küblis,GEN,20.05.2023 05:34:00
7242,0,Luzein,Luzein,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7240,0,Küblis,Küblis,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7244,0,Gadenstätt,Gadenstätt,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7245,0,Ascharina,Ascharina,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7243,0,Pany,Pany,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7224,0,Putz,Putz,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7223,0,Buchen,Buchen im Prättigau,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7222,0,Lunden,Lunden,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7226,0,Stels,Stels,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7246,0,St. Antönien,St. Antönien,GR,3891,Luzein,GEN,20.05.2023 05:34:00
7026,0,Maladers,Maladers,GR,3901,Chur,GEN,20.05.2023 05:34:00
7023,0,Haldenstein,Haldenstein,GR,3901,Chur,GEN,20.05.2023 05:34:00
7000,0,Chur,Chur,GR,3901,Chur,GEN,20.05.2023 05:34:00
7074,0,Malix,Malix,GR,3901,Chur,GEN,20.05.2023 05:34:00
7075,0,Churwalden,Churwalden,GR,3911,Churwalden,GEN,20.05.2023 05:34:00
7074,0,Malix,Malix,GR,3911,Churwalden,GEN,20.05.2023 05:34:00
7076,0,Parpan,Parpan,GR,3911,Churwalden,GEN,20.05.2023 05:34:00
7062,0,Passugg,Passugg,GR,3911,Churwalden,GEN,20.05.2023 05:34:00
7000,0,Chur,Chur,GR,3911,Churwalden,GEN,20.05.2023 05:34:00
7050,0,Arosa,Arosa,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7027,3,Calfreisen,Calfreisen,GR,3921,Arosa,GEN,20.05.2023 05:34:01
7027,0,Castiel,Castiel,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7057,0,Langwies,Langwies,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7058,0,Litzirüti,Litzirüti,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7027,1,Lüen,Lüen,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7056,0,Molinis,Molinis,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7028,1,Pagig,Pagig,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7028,0,St. Peter,St. Peter,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7029,0,Peist,Peist,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7260,0,Davos Dorf,Davos Dorf,GR,3921,Arosa,GEN,20.05.2023 05:34:00
7063,0,Praden,Praden,GR,3932,Tschiertschen-Praden,GEN,20.05.2023 05:34:00
7064,0,Tschiertschen,Tschiertschen,GR,3932,Tschiertschen-Praden,GEN,20.05.2023 05:34:00
7202,0,Says,Says,GR,3945,Trimmis,GEN,20.05.2023 05:34:00
7203,0,Trimmis,Trimmis,GR,3945,Trimmis,GEN,20.05.2023 05:34:00
7213,0,Valzeina,Valzeina,GR,3945,Trimmis,GEN,20.05.2023 05:34:00
7204,0,Untervaz,Untervaz,GR,3946,Untervaz,GEN,20.05.2023 05:34:00
7205,0,Zizers,Zizers,GR,3947,Zizers,GEN,20.05.2023 05:34:00
7302,0,Landquart,Landquart,GR,3947,Zizers,GEN,20.05.2023 05:34:00
7306,0,Fläsch,Fläsch,GR,3951,Fläsch,GEN,20.05.2023 05:34:00
7304,0,Maienfeld,Maienfeld,GR,3951,Fläsch,GEN,20.05.2023 05:34:00
7307,0,Jenins,Jenins,GR,3952,Jenins,GEN,20.05.2023 05:34:00
7304,0,Maienfeld,Maienfeld,GR,3953,Maienfeld,GEN,20.05.2023 05:34:00
7302,0,Landquart,Landquart,GR,3953,Maienfeld,GEN,20.05.2023 05:34:00
7208,0,Malans GR,Malans GR,GR,3954,Malans,GEN,20.05.2023 05:34:00
7302,0,Landquart,Landquart,GR,3955,Landquart,GEN,20.05.2023 05:34:00
7206,0,Igis,Igis,GR,3955,Landquart,GEN,20.05.2023 05:34:00
7303,0,Mastrils,Mastrils,GR,3955,Landquart,GEN,20.05.2023 05:34:00
7313,0,St. Margrethenberg,St. Margrethenberg,GR,3955,Landquart,GEN,20.05.2023 05:34:00
7204,0,Untervaz,Untervaz,GR,3955,Landquart,GEN,20.05.2023 05:34:00
7214,0,Grüsch,Grüsch,GR,3961,Grüsch,GEN,20.05.2023 05:34:00
7215,0,Fanas,Fanas,GR,3961,Grüsch,GEN,20.05.2023 05:34:00
7213,0,Valzeina,Valzeina,GR,3961,Grüsch,GEN,20.05.2023 05:34:00
7222,0,Lunden,Lunden,GR,3962,Schiers,GEN,20.05.2023 05:34:00
7220,0,Schiers,Schiers,GR,3962,Schiers,GEN,20.05.2023 05:34:00
7228,1,Pusserein,Pusserein,GR,3962,Schiers,GEN,20.05.2023 05:34:00
7228,0,Schuders,Schuders,GR,3962,Schiers,GEN,20.05.2023 05:34:00
7226,2,Fajauna,Fajauna,GR,3962,Schiers,GEN,20.05.2023 05:34:01
7226,0,Stels,Stels,GR,3962,Schiers,GEN,20.05.2023 05:34:00
7212,0,Seewis Dorf,Seewis Dorf,GR,3972,Seewis im Prättigau,GEN,20.05.2023 05:34:00
7212,1,Seewis-Pardisla,Seewis-Pardisla,GR,3972,Seewis im Prättigau,GEN,20.05.2023 05:34:01
7212,2,Seewis-Schmitten,Seewis-Schmitten,GR,3972,Seewis im Prättigau,GEN,20.05.2023 05:34:01
7215,0,Fanas,Fanas,GR,3972,Seewis im Prättigau,GEN,20.05.2023 05:34:00
7159,0,Andiast,Andiast,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7158,0,Waltensburg/Vuorz,Waltensburg/Vuorz,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7165,0,Breil/Brigels,Breil/Brigels,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7164,0,Dardin,Dardin,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7163,0,Danis,Danis,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7162,0,Tavanasa,Tavanasa,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7134,0,Obersaxen,Obersaxen,GR,3981,Breil/Brigels,GEN,20.05.2023 05:34:00
7183,0,Mumpé Medel,Mumpé Medel,GR,3982,Disentis/Mustér,GEN,20.05.2023 05:34:00
7186,0,Segnas,Segnas,GR,3982,Disentis/Mustér,GEN,20.05.2023 05:34:00
7180,0,Disentis/Mustér,Disentis/Mustér,GR,3982,Disentis/Mustér,GEN,20.05.2023 05:34:00
7182,0,Cavardiras,Cavardiras,GR,3982,Disentis/Mustér,GEN,20.05.2023 05:34:00
7185,0,Platta,Platta,GR,3983,Medel (Lucmagn),GEN,20.05.2023 05:34:00
7184,0,Curaglia,Curaglia,GR,3983,Medel (Lucmagn),GEN,20.05.2023 05:34:00
7175,0,Sumvitg,Sumvitg,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7174,0,S. Benedetg,S. Benedetg,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7172,0,Rabius,Rabius,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7173,0,Surrein,Surrein,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7176,0,Cumpadials,Cumpadials,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7180,0,Disentis/Mustér,Disentis/Mustér,GR,3985,Sumvitg,GEN,20.05.2023 05:34:00
7189,0,Rueras,Rueras,GR,3986,Tujetsch,GEN,20.05.2023 05:34:00
7187,0,Camischolas,Camischolas,GR,3986,Tujetsch,GEN,20.05.2023 05:34:00
7188,0,Sedrun,Sedrun,GR,3986,Tujetsch,GEN,20.05.2023 05:34:00
7168,0,Schlans,Schlans,GR,3987,Trun,GEN,20.05.2023 05:34:00
7166,0,Trun,Trun,GR,3987,Trun,GEN,20.05.2023 05:34:00
7172,0,Rabius,Rabius,GR,3987,Trun,GEN,20.05.2023 05:34:00
7167,0,Zignau,Zignau,GR,3987,Trun,GEN,20.05.2023 05:34:00
7137,0,Flond,Flond,GR,3988,Obersaxen Mundaun,GEN,20.05.2023 05:34:00
7138,0,Surcuolm,Surcuolm,GR,3988,Obersaxen Mundaun,GEN,20.05.2023 05:34:00
7134,0,Obersaxen,Obersaxen,GR,3988,Obersaxen Mundaun,GEN,20.05.2023 05:34:00
5000,0,Aarau,Aarau,AG,4001,Aarau,GEN,20.05.2023 05:33:59
5004,0,Aarau,Aarau,AG,4001,Aarau,GEN,20.05.2023 05:33:59
5032,0,Aarau Rohr,Aarau Rohr,AG,4001,Aarau,GEN,20.05.2023 05:33:59
5023,0,Biberstein,Biberstein,AG,4002,Biberstein,GEN,20.05.2023 05:33:59
5033,0,Buchs AG,Buchs AG,AG,4003,Buchs (AG),GEN,20.05.2023 05:33:59
5026,0,Densbüren,Densbüren,AG,4004,Densbüren,GEN,20.05.2023 05:33:59
5025,0,Asp,Asp,AG,4004,Densbüren,GEN,20.05.2023 05:33:59
5018,0,Erlinsbach,Erlinsbach,AG,4005,Erlinsbach (AG),GEN,20.05.2023 05:34:01
5017,0,Barmelweid,Barmelweid,AG,4005,Erlinsbach (AG),GEN,20.05.2023 05:33:59
5722,0,Gränichen,Gränichen,AG,4006,Gränichen,GEN,20.05.2023 05:34:00
5723,0,Teufenthal AG,Teufenthal AG,AG,4006,Gränichen,GEN,20.05.2023 05:34:00
5042,0,Hirschthal,Hirschthal,AG,4007,Hirschthal,GEN,20.05.2023 05:33:59
5022,0,Rombach,Rombach,AG,4008,Küttigen,GEN,20.05.2023 05:33:59
5024,0,Küttigen,Küttigen,AG,4008,Küttigen,GEN,20.05.2023 05:33:59
5037,0,Muhen,Muhen,AG,4009,Muhen,GEN,20.05.2023 05:33:59
5036,0,Oberentfelden,Oberentfelden,AG,4010,Oberentfelden,GEN,20.05.2023 05:33:59
5034,0,Suhr,Suhr,AG,4012,Suhr,GEN,20.05.2023 05:33:59
5000,0,Aarau,Aarau,AG,4012,Suhr,GEN,20.05.2023 05:33:59
5035,0,Unterentfelden,Unterentfelden,AG,4013,Unterentfelden,GEN,20.05.2023 05:33:59
5400,0,Baden,Baden,AG,4021,Baden,GEN,20.05.2023 05:33:59
5405,2,Dättwil AG,Dättwil AG,AG,4021,Baden,GEN,20.05.2023 05:34:01
5406,2,Rütihof,Rütihof,AG,4021,Baden,GEN,20.05.2023 05:34:01
5404,0,Baden,Baden,AG,4021,Baden,GEN,20.05.2023 05:33:59
5454,0,Bellikon,Bellikon,AG,4022,Bellikon,GEN,20.05.2023 05:34:00
8967,0,Widen,Widen,AG,4022,Bellikon,GEN,20.05.2023 05:34:00
8962,0,Bergdietikon,Bergdietikon,AG,4023,Bergdietikon,GEN,20.05.2023 05:34:00
8967,0,Widen,Widen,AG,4023,Bergdietikon,GEN,20.05.2023 05:34:00
5413,0,Birmenstorf AG,Birmenstorf AG,AG,4024,Birmenstorf (AG),GEN,20.05.2023 05:33:59
5406,2,Rütihof,Rütihof,AG,4024,Birmenstorf (AG),GEN,20.05.2023 05:34:01
5408,0,Ennetbaden,Ennetbaden,AG,4026,Ennetbaden,GEN,20.05.2023 05:33:59
5442,0,Fislisbach,Fislisbach,AG,4027,Fislisbach,GEN,20.05.2023 05:33:59
5405,2,Dättwil AG,Dättwil AG,AG,4027,Fislisbach,GEN,20.05.2023 05:34:01
5423,0,Freienwil,Freienwil,AG,4028,Freienwil,GEN,20.05.2023 05:33:59
5412,0,Gebenstorf,Gebenstorf,AG,4029,Gebenstorf,GEN,20.05.2023 05:33:59
5412,1,Vogelsang AG,Vogelsang AG,AG,4029,Gebenstorf,GEN,20.05.2023 05:34:01
8956,0,Killwangen,Killwangen,AG,4030,Killwangen,GEN,20.05.2023 05:34:00
5444,0,Künten,Künten,AG,4031,Künten,GEN,20.05.2023 05:33:59
5506,0,Mägenwil,Mägenwil,AG,4032,Mägenwil,GEN,20.05.2023 05:34:00
5507,0,Mellingen,Mellingen,AG,4033,Mellingen,GEN,20.05.2023 05:34:00
5432,0,Neuenhof,Neuenhof,AG,4034,Neuenhof,GEN,20.05.2023 05:33:59
