plz4,plzz,plznamk,plznaml,ktkz,gdenr,gdenamk,source,changed
5443,0,Niederrohrdorf,Niederrohrdorf,AG,4035,Niederrohrdorf,GEN,20.05.2023 05:33:59
5452,0,Oberrohrdorf,Oberrohrdorf,AG,4037,Oberrohrdorf,GEN,20.05.2023 05:34:00
5416,0,Kirchdorf AG,Kirchdorf AG,AG,4038,Obersiggenthal,GEN,20.05.2023 05:33:59
5415,0,Nussbaumen AG,Nussbaumen AG,AG,4038,Obersiggenthal,GEN,20.05.2023 05:33:59
5415,1,Hertenstein AG,Hertenstein AG,AG,4038,Obersiggenthal,GEN,20.05.2023 05:34:01
5415,2,Rieden AG,Rieden AG,AG,4038,Obersiggenthal,GEN,20.05.2023 05:34:01
5453,0,Remetschwil,Remetschwil,AG,4039,Remetschwil,GEN,20.05.2023 05:34:00
8957,0,Spreitenbach,Spreitenbach,AG,4040,Spreitenbach,GEN,20.05.2023 05:34:00
8953,0,Dietikon,Dietikon,AG,4040,Spreitenbach,GEN,20.05.2023 05:34:00
5608,0,Stetten AG,Stetten AG,AG,4041,Stetten (AG),GEN,20.05.2023 05:34:00
5300,0,Turgi,Turgi,AG,4042,Turgi,GEN,20.05.2023 05:33:59
5417,0,Untersiggenthal,Untersiggenthal,AG,4044,Untersiggenthal,GEN,20.05.2023 05:33:59
5301,0,Siggenthal Station,Siggenthal Station,AG,4044,Untersiggenthal,GEN,20.05.2023 05:33:59
5300,0,Turgi,Turgi,AG,4044,Untersiggenthal,GEN,20.05.2023 05:33:59
5416,0,Kirchdorf AG,Kirchdorf AG,AG,4044,Untersiggenthal,GEN,20.05.2023 05:33:59
5430,0,Wettingen,Wettingen,AG,4045,Wettingen,GEN,20.05.2023 05:33:59
5512,0,Wohlenschwil,Wohlenschwil,AG,4046,Wohlenschwil,GEN,20.05.2023 05:34:00
5506,0,Mägenwil,Mägenwil,AG,4046,Wohlenschwil,GEN,20.05.2023 05:34:00
5303,0,Würenlingen,Würenlingen,AG,4047,Würenlingen,GEN,20.05.2023 05:33:59
8109,0,Kloster Fahr,Kloster Fahr,AG,4048,Würenlos,GEN,20.05.2023 05:34:01
5436,0,Würenlos,Würenlos,AG,4048,Würenlos,GEN,20.05.2023 05:34:00
5430,0,Wettingen,Wettingen,AG,4048,Würenlos,GEN,20.05.2023 05:33:59
5420,0,Ehrendingen,Ehrendingen,AG,4049,Ehrendingen,GEN,20.05.2023 05:33:59
8905,3,Arni AG,Arni AG,AG,4061,Arni (AG),GEN,20.05.2023 05:34:01
8965,0,Berikon,Berikon,AG,4062,Berikon,GEN,20.05.2023 05:34:00
8964,0,Rudolfstetten,Rudolfstetten,AG,4062,Berikon,GEN,20.05.2023 05:34:00
5620,0,Bremgarten AG,Bremgarten AG,AG,4063,Bremgarten (AG),GEN,20.05.2023 05:34:00
5626,0,Hermetschwil-Staff,Hermetschwil-Staffeln,AG,4063,Bremgarten (AG),GEN,20.05.2023 05:34:00
5619,0,Büttikon AG,Büttikon AG,AG,4064,Büttikon,GEN,20.05.2023 05:34:00
5605,0,Dottikon,Dottikon,AG,4065,Dottikon,GEN,20.05.2023 05:34:00
5604,0,Hendschiken,Hendschiken,AG,4065,Dottikon,GEN,20.05.2023 05:34:00
5445,0,Eggenwil,Eggenwil,AG,4066,Eggenwil,GEN,20.05.2023 05:34:00
5525,0,Fischbach-Göslikon,Fischbach-Göslikon,AG,4067,Fischbach-Göslikon,GEN,20.05.2023 05:34:00
5607,0,Hägglingen,Hägglingen,AG,4068,Hägglingen,GEN,20.05.2023 05:34:00
5522,0,Tägerig,Tägerig,AG,4068,Hägglingen,GEN,20.05.2023 05:34:00
8916,0,Jonen,Jonen,AG,4071,Jonen,GEN,20.05.2023 05:34:00
5524,0,Niederwil AG,Niederwil AG,AG,4072,Niederwil (AG),GEN,20.05.2023 05:34:00
5524,2,Nesselnbach,Nesselnbach,AG,4072,Niederwil (AG),GEN,20.05.2023 05:34:00
8917,0,Oberlunkhofen,Oberlunkhofen,AG,4073,Oberlunkhofen,GEN,20.05.2023 05:34:00
8966,0,Oberwil-Lieli,Oberwil-Lieli,AG,4074,Oberwil-Lieli,GEN,20.05.2023 05:34:00
8964,0,Rudolfstetten,Rudolfstetten,AG,4075,Rudolfstetten-Friedlisb.,GEN,20.05.2023 05:34:00
5614,0,Sarmenstorf,Sarmenstorf,AG,4076,Sarmenstorf,GEN,20.05.2023 05:34:00
5618,0,Bettwil,Bettwil,AG,4076,Sarmenstorf,GEN,20.05.2023 05:34:00
5522,0,Tägerig,Tägerig,AG,4077,Tägerig,GEN,20.05.2023 05:34:00
5619,2,Uezwil,Uezwil,AG,4078,Uezwil,GEN,20.05.2023 05:34:01
8918,0,Unterlunkhofen,Unterlunkhofen,AG,4079,Unterlunkhofen,GEN,20.05.2023 05:34:00
5613,0,Hilfikon,Hilfikon,AG,4080,Villmergen,GEN,20.05.2023 05:34:00
5612,0,Villmergen,Villmergen,AG,4080,Villmergen,GEN,20.05.2023 05:34:00
5605,0,Dottikon,Dottikon,AG,4080,Villmergen,GEN,20.05.2023 05:34:00
5611,0,Anglikon,Anglikon,AG,4080,Villmergen,GEN,20.05.2023 05:34:00
5610,0,Wohlen AG,Wohlen AG,AG,4080,Villmergen,GEN,20.05.2023 05:34:00
8967,0,Widen,Widen,AG,4081,Widen,GEN,20.05.2023 05:34:00
5610,0,Wohlen AG,Wohlen AG,AG,4082,Wohlen (AG),GEN,20.05.2023 05:34:00
5611,0,Anglikon,Anglikon,AG,4082,Wohlen (AG),GEN,20.05.2023 05:34:00
5612,0,Villmergen,Villmergen,AG,4082,Wohlen (AG),GEN,20.05.2023 05:34:00
5621,0,Zufikon,Zufikon,AG,4083,Zufikon,GEN,20.05.2023 05:34:00
8905,2,Islisberg,Islisberg,AG,4084,Islisberg,GEN,20.05.2023 05:34:01
5105,0,Auenstein,Auenstein,AG,4091,Auenstein,GEN,20.05.2023 05:33:59
5242,1,Birr,Birr,AG,4092,Birr,GEN,20.05.2023 05:33:59
5244,0,Birrhard,Birrhard,AG,4093,Birrhard,GEN,20.05.2023 05:33:59
5200,0,Brugg AG,Brugg AG,AG,4095,Brugg,GEN,20.05.2023 05:33:59
5210,0,Windisch,Windisch,AG,4095,Brugg,GEN,20.05.2023 05:33:59
5116,0,Schinznach Bad,Schinznach Bad,AG,4095,Brugg,GEN,20.05.2023 05:33:59
5222,0,Umiken,Umiken,AG,4095,Brugg,GEN,20.05.2023 05:33:59
5245,0,Habsburg,Habsburg,AG,4099,Habsburg,GEN,20.05.2023 05:33:59
5212,0,Hausen AG,Hausen AG,AG,4100,Hausen (AG),GEN,20.05.2023 05:33:59
5210,0,Windisch,Windisch,AG,4100,Hausen (AG),GEN,20.05.2023 05:33:59
5242,2,Lupfig,Lupfig,AG,4104,Lupfig,GEN,20.05.2023 05:33:59
5246,0,Scherz,Scherz,AG,4104,Lupfig,GEN,20.05.2023 05:33:59
5212,0,Hausen AG,Hausen AG,AG,4104,Lupfig,GEN,20.05.2023 05:33:59
5318,0,Mandach,Mandach,AG,4105,Mandach,GEN,20.05.2023 05:33:59
5237,0,Mönthal,Mönthal,AG,4106,Mönthal,GEN,20.05.2023 05:33:59
5078,0,Effingen,Effingen,AG,4106,Mönthal,GEN,20.05.2023 05:33:59
5243,0,Mülligen,Mülligen,AG,4107,Mülligen,GEN,20.05.2023 05:33:59
5236,0,Remigen,Remigen,AG,4110,Remigen,GEN,20.05.2023 05:33:59
5223,0,Riniken,Riniken,AG,4111,Riniken,GEN,20.05.2023 05:33:59
5235,0,Rüfenach AG,Rüfenach AG,AG,4112,Rüfenach,GEN,20.05.2023 05:33:59
5200,0,Brugg AG,Brugg AG,AG,4112,Rüfenach,GEN,20.05.2023 05:33:59
5112,0,Thalheim AG,Thalheim AG,AG,4117,Thalheim (AG),GEN,20.05.2023 05:33:59
5106,0,Veltheim AG,Veltheim AG,AG,4120,Veltheim (AG),GEN,20.05.2023 05:33:59
5233,0,Stilli,Stilli,AG,4121,Villigen,GEN,20.05.2023 05:33:59
5234,0,Villigen,Villigen,AG,4121,Villigen,GEN,20.05.2023 05:33:59
5213,0,Villnachern,Villnachern,AG,4122,Villnachern,GEN,20.05.2023 05:33:59
5107,0,Schinznach Dorf,Schinznach Dorf,AG,4122,Villnachern,GEN,20.05.2023 05:33:59
5225,1,Bözberg,Bözberg,AG,4122,Villnachern,GEN,20.05.2023 05:34:01
5222,0,Umiken,Umiken,AG,4122,Villnachern,GEN,20.05.2023 05:33:59
5210,0,Windisch,Windisch,AG,4123,Windisch,GEN,20.05.2023 05:33:59
5225,1,Bözberg,Bözberg,AG,4124,Bözberg,GEN,20.05.2023 05:34:01
5237,0,Mönthal,Mönthal,AG,4124,Bözberg,GEN,20.05.2023 05:33:59
5236,0,Remigen,Remigen,AG,4124,Bözberg,GEN,20.05.2023 05:33:59
5108,0,Oberflachs,Oberflachs,AG,4125,Schinznach,GEN,20.05.2023 05:33:59
5107,0,Schinznach Dorf,Schinznach Dorf,AG,4125,Schinznach,GEN,20.05.2023 05:33:59
5712,0,Beinwil am See,Beinwil am See,AG,4131,Beinwil am See,GEN,20.05.2023 05:34:00
5708,0,Birrwil,Birrwil,AG,4132,Birrwil,GEN,20.05.2023 05:34:00
5724,0,Dürrenäsch,Dürrenäsch,AG,4134,Dürrenäsch,GEN,20.05.2023 05:34:00
5726,0,Unterkulm,Unterkulm,AG,4134,Dürrenäsch,GEN,20.05.2023 05:34:00
5728,0,Gontenschwil,Gontenschwil,AG,4135,Gontenschwil,GEN,20.05.2023 05:34:00
5046,1,Schmiedrued,Schmiedrued,AG,4135,Gontenschwil,GEN,20.05.2023 05:33:59
5046,2,Walde AG,Walde AG,AG,4135,Gontenschwil,GEN,20.05.2023 05:33:59
5043,0,Holziken,Holziken,AG,4136,Holziken,GEN,20.05.2023 05:33:59
5733,0,Leimbach AG,Leimbach AG,AG,4137,Leimbach (AG),GEN,20.05.2023 05:34:00
5725,0,Leutwil,Leutwil,AG,4138,Leutwil,GEN,20.05.2023 05:34:00
5706,0,Boniswil,Boniswil,AG,4138,Leutwil,GEN,20.05.2023 05:34:00
5736,0,Burg AG,Burg AG,AG,4139,Menziken,GEN,20.05.2023 05:34:00
5737,0,Menziken,Menziken,AG,4139,Menziken,GEN,20.05.2023 05:34:00
5727,0,Oberkulm,Oberkulm,AG,4140,Oberkulm,GEN,20.05.2023 05:34:00
5734,0,Reinach AG,Reinach AG,AG,4141,Reinach (AG),GEN,20.05.2023 05:34:00
5044,0,Schlossrued,Schlossrued,AG,4142,Schlossrued,GEN,20.05.2023 05:33:59
5046,1,Schmiedrued,Schmiedrued,AG,4143,Schmiedrued,GEN,20.05.2023 05:33:59
5046,2,Walde AG,Walde AG,AG,4143,Schmiedrued,GEN,20.05.2023 05:33:59
5040,0,Schöftland,Schöftland,AG,4144,Schöftland,GEN,20.05.2023 05:33:59
5723,0,Teufenthal AG,Teufenthal AG,AG,4145,Teufenthal (AG),GEN,20.05.2023 05:34:00
5724,0,Dürrenäsch,Dürrenäsch,AG,4145,Teufenthal (AG),GEN,20.05.2023 05:34:00
5726,0,Unterkulm,Unterkulm,AG,4146,Unterkulm,GEN,20.05.2023 05:34:00
5723,0,Teufenthal AG,Teufenthal AG,AG,4146,Unterkulm,GEN,20.05.2023 05:34:00
5722,0,Gränichen,Gränichen,AG,4146,Unterkulm,GEN,20.05.2023 05:34:00
5732,0,Zetzwil,Zetzwil,AG,4147,Zetzwil,GEN,20.05.2023 05:34:00
5074,0,Eiken,Eiken,AG,4161,Eiken,GEN,20.05.2023 05:33:59
5070,0,Frick,Frick,AG,4163,Frick,GEN,20.05.2023 05:33:59
5272,0,Gansingen,Gansingen,AG,4164,Gansingen,GEN,20.05.2023 05:33:59
5073,0,Gipf-Oberfrick,Gipf-Oberfrick,AG,4165,Gipf-Oberfrick,GEN,20.05.2023 05:33:59
5063,0,Wölflinswil,Wölflinswil,AG,4165,Gipf-Oberfrick,GEN,20.05.2023 05:33:59
5083,0,Ittenthal,Ittenthal,AG,4169,Kaisten,GEN,20.05.2023 05:33:59
5082,0,Kaisten,Kaisten,AG,4169,Kaisten,GEN,20.05.2023 05:33:59
5080,0,Laufenburg,Laufenburg,AG,4169,Kaisten,GEN,20.05.2023 05:33:59
5080,0,Laufenburg,Laufenburg,AG,4170,Laufenburg,GEN,20.05.2023 05:33:59
5084,0,Rheinsulz,Rheinsulz,AG,4170,Laufenburg,GEN,20.05.2023 05:33:59
5085,0,Sulz AG,Sulz AG,AG,4170,Laufenburg,GEN,20.05.2023 05:33:59
4333,0,Münchwilen AG,Münchwilen AG,AG,4172,Münchwilen (AG),GEN,20.05.2023 05:33:59
5062,0,Oberhof,Oberhof,AG,4173,Oberhof,GEN,20.05.2023 05:33:59
5072,0,Oeschgen,Oeschgen,AG,4175,Oeschgen,GEN,20.05.2023 05:33:59
5326,0,Schwaderloch,Schwaderloch,AG,4176,Schwaderloch,GEN,20.05.2023 05:33:59
4334,0,Sisseln AG,Sisseln AG,AG,4177,Sisseln,GEN,20.05.2023 05:33:59
5064,0,Wittnau,Wittnau,AG,4181,Wittnau,GEN,20.05.2023 05:33:59
5063,0,Wölflinswil,Wölflinswil,AG,4182,Wölflinswil,GEN,20.05.2023 05:33:59
5026,0,Densbüren,Densbüren,AG,4182,Wölflinswil,GEN,20.05.2023 05:33:59
5079,0,Zeihen,Zeihen,AG,4183,Zeihen,GEN,20.05.2023 05:33:59
5277,0,Hottwil,Hottwil,AG,4184,Mettauertal,GEN,20.05.2023 05:33:59
5275,0,Etzgen,Etzgen,AG,4184,Mettauertal,GEN,20.05.2023 05:33:59
5274,0,Mettau,Mettau,AG,4184,Mettauertal,GEN,20.05.2023 05:33:59
5273,0,Oberhofen AG,Oberhofen AG,AG,4184,Mettauertal,GEN,20.05.2023 05:33:59
5276,0,Wil AG,Wil AG,AG,4184,Mettauertal,GEN,20.05.2023 05:33:59
5076,0,Bözen,Bözen,AG,4185,Böztal,GEN,20.05.2023 05:33:59
5078,0,Effingen,Effingen,AG,4185,Böztal,GEN,20.05.2023 05:33:59
5077,0,Elfingen,Elfingen,AG,4185,Böztal,GEN,20.05.2023 05:33:59
5075,0,Hornussen,Hornussen,AG,4185,Böztal,GEN,20.05.2023 05:33:59
5027,0,Herznach,Herznach,AG,4186,Herznach-Ueken,GEN,20.05.2023 05:33:59
5028,0,Ueken,Ueken,AG,4186,Herznach-Ueken,GEN,20.05.2023 05:33:59
5600,3,Ammerswil AG,Ammerswil AG,AG,4191,Ammerswil,GEN,20.05.2023 05:34:00
5706,0,Boniswil,Boniswil,AG,4192,Boniswil,GEN,20.05.2023 05:34:00
5708,0,Birrwil,Birrwil,AG,4192,Boniswil,GEN,20.05.2023 05:34:00
5505,0,Brunegg,Brunegg,AG,4193,Brunegg,GEN,20.05.2023 05:34:00
5606,0,Dintikon,Dintikon,AG,4194,Dintikon,GEN,20.05.2023 05:34:00
5704,0,Egliswil,Egliswil,AG,4195,Egliswil,GEN,20.05.2023 05:34:00
5703,0,Seon,Seon,AG,4195,Egliswil,GEN,20.05.2023 05:34:00
5615,0,Fahrwangen,Fahrwangen,AG,4196,Fahrwangen,GEN,20.05.2023 05:34:00
5705,0,Hallwil,Hallwil,AG,4197,Hallwil,GEN,20.05.2023 05:34:00
5706,0,Boniswil,Boniswil,AG,4197,Hallwil,GEN,20.05.2023 05:34:00
5604,0,Hendschiken,Hendschiken,AG,4198,Hendschiken,GEN,20.05.2023 05:34:00
5113,0,Holderbank AG,Holderbank AG,AG,4199,Holderbank (AG),GEN,20.05.2023 05:33:59
5502,0,Hunzenschwil,Hunzenschwil,AG,4200,Hunzenschwil,GEN,20.05.2023 05:34:00
5600,0,Lenzburg,Lenzburg,AG,4201,Lenzburg,GEN,20.05.2023 05:34:00
5616,0,Meisterschwanden,Meisterschwanden,AG,4202,Meisterschwanden,GEN,20.05.2023 05:34:00
5617,0,Tennwil,Tennwil,AG,4202,Meisterschwanden,GEN,20.05.2023 05:34:00
5615,0,Fahrwangen,Fahrwangen,AG,4202,Meisterschwanden,GEN,20.05.2023 05:34:00
5103,0,Wildegg,Wildegg,AG,4203,Möriken-Wildegg,GEN,20.05.2023 05:33:59
5103,2,Möriken AG,Möriken AG,AG,4203,Möriken-Wildegg,GEN,20.05.2023 05:33:59
5702,0,Niederlenz,Niederlenz,AG,4204,Niederlenz,GEN,20.05.2023 05:34:00
5103,0,Wildegg,Wildegg,AG,4204,Niederlenz,GEN,20.05.2023 05:33:59
5504,0,Othmarsingen,Othmarsingen,AG,4205,Othmarsingen,GEN,20.05.2023 05:34:00
5604,0,Hendschiken,Hendschiken,AG,4205,Othmarsingen,GEN,20.05.2023 05:34:00
5102,0,Rupperswil,Rupperswil,AG,4206,Rupperswil,GEN,20.05.2023 05:33:59
5103,0,Wildegg,Wildegg,AG,4206,Rupperswil,GEN,20.05.2023 05:33:59
5503,0,Schafisheim,Schafisheim,AG,4207,Schafisheim,GEN,20.05.2023 05:34:00
5707,0,Seengen,Seengen,AG,4208,Seengen,GEN,20.05.2023 05:34:00
5703,0,Seon,Seon,AG,4209,Seon,GEN,20.05.2023 05:34:00
5603,0,Staufen,Staufen,AG,4210,Staufen,GEN,20.05.2023 05:34:00
5646,0,Abtwil AG,Abtwil AG,AG,4221,Abtwil,GEN,20.05.2023 05:34:00
5628,0,Aristau,Aristau,AG,4222,Aristau,GEN,20.05.2023 05:34:00
5630,0,Muri AG,Muri AG,AG,4222,Aristau,GEN,20.05.2023 05:34:00
5644,0,Auw,Auw,AG,4223,Auw,GEN,20.05.2023 05:34:00
5643,3,Meienberg,Meienberg,AG,4223,Auw,GEN,20.05.2023 05:34:01
5637,0,Beinwil (Freiamt),Beinwil (Freiamt),AG,4223,Auw,GEN,20.05.2023 05:34:00
6277,0,Kleinwangen,Kleinwangen,AG,4223,Auw,GEN,20.05.2023 05:34:00
5642,0,Mühlau,Mühlau,AG,4223,Auw,GEN,20.05.2023 05:34:00
5637,0,Beinwil (Freiamt),Beinwil (Freiamt),AG,4224,Beinwil (Freiamt),GEN,20.05.2023 05:34:00
5627,0,Besenbüren,Besenbüren,AG,4226,Besenbüren,GEN,20.05.2023 05:34:00
5618,0,Bettwil,Bettwil,AG,4227,Bettwil,GEN,20.05.2023 05:34:00
5632,0,Buttwil,Buttwil,AG,4227,Bettwil,GEN,20.05.2023 05:34:00
5623,0,Boswil,Boswil,AG,4228,Boswil,GEN,20.05.2023 05:34:00
5632,0,Buttwil,Buttwil,AG,4228,Boswil,GEN,20.05.2023 05:34:00
5630,0,Muri AG,Muri AG,AG,4228,Boswil,GEN,20.05.2023 05:34:00
5624,0,Bünzen,Bünzen,AG,4229,Bünzen,GEN,20.05.2023 05:34:00
5624,2,Waldhäusern AG,Waldhäusern AG,AG,4229,Bünzen,GEN,20.05.2023 05:34:01
5632,0,Buttwil,Buttwil,AG,4230,Buttwil,GEN,20.05.2023 05:34:00
6042,0,Dietwil,Dietwil,AG,4231,Dietwil,GEN,20.05.2023 05:34:00
6034,0,Inwil,Inwil,AG,4231,Dietwil,GEN,20.05.2023 05:34:00
5637,2,Geltwil,Geltwil,AG,4232,Geltwil,GEN,20.05.2023 05:34:01
5625,0,Kallern,Kallern,AG,4233,Kallern,GEN,20.05.2023 05:34:00
5636,0,Benzenschwil,Benzenschwil,AG,4234,Merenschwand,GEN,20.05.2023 05:34:00
5634,0,Merenschwand,Merenschwand,AG,4234,Merenschwand,GEN,20.05.2023 05:34:00
5642,0,Mühlau,Mühlau,AG,4235,Mühlau,GEN,20.05.2023 05:34:00
5630,0,Muri AG,Muri AG,AG,4236,Muri (AG),GEN,20.05.2023 05:34:00
5647,0,Oberrüti,Oberrüti,AG,4237,Oberrüti,GEN,20.05.2023 05:34:00
8919,0,Rottenschwil,Rottenschwil,AG,4238,Rottenschwil,GEN,20.05.2023 05:34:00
5643,0,Sins,Sins,AG,4239,Sins,GEN,20.05.2023 05:34:00
5643,3,Meienberg,Meienberg,AG,4239,Sins,GEN,20.05.2023 05:34:01
5643,2,Alikon,Alikon,AG,4239,Sins,GEN,20.05.2023 05:34:00
5645,0,Aettenschwil,Aettenschwil,AG,4239,Sins,GEN,20.05.2023 05:34:00
5645,2,Fenkrieden,Fenkrieden,AG,4239,Sins,GEN,20.05.2023 05:34:01
6275,0,Ballwil,Ballwil,AG,4239,Sins,GEN,20.05.2023 05:34:00
6034,0,Inwil,Inwil,AG,4239,Sins,GEN,20.05.2023 05:34:00
5622,0,Waltenschwil,Waltenschwil,AG,4240,Waltenschwil,GEN,20.05.2023 05:34:00
4316,0,Hellikon,Hellikon,AG,4251,Hellikon,GEN,20.05.2023 05:33:59
4465,0,Hemmiken,Hemmiken,AG,4251,Hellikon,GEN,20.05.2023 05:33:59
4303,0,Kaiseraugst,Kaiseraugst,AG,4252,Kaiseraugst,GEN,20.05.2023 05:33:59
4312,0,Magden,Magden,AG,4253,Magden,GEN,20.05.2023 05:33:59
4305,0,Olsberg,Olsberg,AG,4253,Magden,GEN,20.05.2023 05:33:59
4313,0,Möhlin,Möhlin,AG,4254,Möhlin,GEN,20.05.2023 05:33:59
4322,0,Mumpf,Mumpf,AG,4255,Mumpf,GEN,20.05.2023 05:33:59
4324,0,Obermumpf,Obermumpf,AG,4256,Obermumpf,GEN,20.05.2023 05:33:59
4305,0,Olsberg,Olsberg,AG,4257,Olsberg,GEN,20.05.2023 05:33:59
4310,0,Rheinfelden,Rheinfelden,AG,4258,Rheinfelden,GEN,20.05.2023 05:33:59
4313,0,Möhlin,Möhlin,AG,4258,Rheinfelden,GEN,20.05.2023 05:33:59
4303,0,Kaiseraugst,Kaiseraugst,AG,4258,Rheinfelden,GEN,20.05.2023 05:33:59
4325,0,Schupfart,Schupfart,AG,4259,Schupfart,GEN,20.05.2023 05:33:59
4332,0,Stein AG,Stein AG,AG,4260,Stein (AG),GEN,20.05.2023 05:33:59
4323,0,Wallbach,Wallbach,AG,4261,Wallbach,GEN,20.05.2023 05:33:59
4317,0,Wegenstetten,Wegenstetten,AG,4262,Wegenstetten,GEN,20.05.2023 05:33:59
4323,0,Wallbach,Wallbach,AG,4263,Zeiningen,GEN,20.05.2023 05:33:59
4314,0,Zeiningen,Zeiningen,AG,4263,Zeiningen,GEN,20.05.2023 05:33:59
4315,0,Zuzgen,Zuzgen,AG,4263,Zeiningen,GEN,20.05.2023 05:33:59
4315,0,Zuzgen,Zuzgen,AG,4264,Zuzgen,GEN,20.05.2023 05:33:59
4663,0,Aarburg,Aarburg,AG,4271,Aarburg,GEN,20.05.2023 05:33:59
4600,0,Olten,Olten,AG,4271,Aarburg,GEN,20.05.2023 05:33:59
4665,0,Oftringen,Oftringen,AG,4271,Aarburg,GEN,20.05.2023 05:33:59
4814,0,Bottenwil,Bottenwil,AG,4273,Bottenwil,GEN,20.05.2023 05:33:59
4813,0,Uerkheim,Uerkheim,AG,4273,Bottenwil,GEN,20.05.2023 05:33:59
4805,0,Brittnau,Brittnau,AG,4274,Brittnau,GEN,20.05.2023 05:33:59
6264,0,Pfaffnau,Pfaffnau,AG,4274,Brittnau,GEN,20.05.2023 05:34:00
4803,0,Vordemwald,Vordemwald,AG,4274,Brittnau,GEN,20.05.2023 05:33:59
5054,1,Kirchleerau,Kirchleerau,AG,4275,Kirchleerau,GEN,20.05.2023 05:33:59
5742,0,Kölliken,Kölliken,AG,4276,Kölliken,GEN,20.05.2023 05:34:00
4813,0,Uerkheim,Uerkheim,AG,4276,Kölliken,GEN,20.05.2023 05:33:59
5054,2,Moosleerau,Moosleerau,AG,4277,Moosleerau,GEN,20.05.2023 05:33:59
4853,0,Murgenthal,Murgenthal,AG,4279,Murgenthal,GEN,20.05.2023 05:33:59
4853,2,Riken AG,Riken AG,AG,4279,Murgenthal,GEN,20.05.2023 05:33:59
4856,0,Glashütten,Glashütten,AG,4279,Murgenthal,GEN,20.05.2023 05:33:59
4914,0,Roggwil BE,Roggwil BE,AG,4279,Murgenthal,GEN,20.05.2023 05:33:59
4915,0,St. Urban,St. Urban,AG,4279,Murgenthal,GEN,20.05.2023 05:33:59
4665,0,Oftringen,Oftringen,AG,4280,Oftringen,GEN,20.05.2023 05:33:59
4656,0,Starrkirch-Wil,Starrkirch-Wil,AG,4280,Oftringen,GEN,20.05.2023 05:33:59
4800,0,Zofingen,Zofingen,AG,4280,Oftringen,GEN,20.05.2023 05:33:59
5056,0,Attelwil,Attelwil,AG,4281,Reitnau,GEN,20.05.2023 05:33:59
5057,0,Reitnau,Reitnau,AG,4281,Reitnau,GEN,20.05.2023 05:33:59
4802,0,Strengelbach,Strengelbach,AG,4282,Rothrist,GEN,20.05.2023 05:33:59
4852,0,Rothrist,Rothrist,AG,4282,Rothrist,GEN,20.05.2023 05:33:59
5745,0,Safenwil,Safenwil,AG,4283,Safenwil,GEN,20.05.2023 05:34:00
5053,2,Wittwil,Wittwil,AG,4284,Staffelbach,GEN,20.05.2023 05:34:01
5053,0,Staffelbach,Staffelbach,AG,4284,Staffelbach,GEN,20.05.2023 05:33:59
4802,0,Strengelbach,Strengelbach,AG,4285,Strengelbach,GEN,20.05.2023 05:33:59
4813,0,Uerkheim,Uerkheim,AG,4286,Uerkheim,GEN,20.05.2023 05:33:59
4812,0,Mühlethal,Mühlethal,AG,4286,Uerkheim,GEN,20.05.2023 05:33:59
4803,0,Vordemwald,Vordemwald,AG,4287,Vordemwald,GEN,20.05.2023 05:33:59
4852,0,Rothrist,Rothrist,AG,4287,Vordemwald,GEN,20.05.2023 05:33:59
5058,0,Wiliberg,Wiliberg,AG,4288,Wiliberg,GEN,20.05.2023 05:34:01
4812,0,Mühlethal,Mühlethal,AG,4289,Zofingen,GEN,20.05.2023 05:33:59
4800,0,Zofingen,Zofingen,AG,4289,Zofingen,GEN,20.05.2023 05:33:59
4814,0,Bottenwil,Bottenwil,AG,4289,Zofingen,GEN,20.05.2023 05:33:59
5314,0,Kleindöttingen,Kleindöttingen,AG,4303,Böttstein,GEN,20.05.2023 05:33:59
5315,0,Böttstein,Böttstein,AG,4303,Böttstein,GEN,20.05.2023 05:33:59
5312,0,Döttingen,Döttingen,AG,4304,Döttingen,GEN,20.05.2023 05:33:59
5304,0,Endingen,Endingen,AG,4305,Endingen,GEN,20.05.2023 05:33:59
5305,0,Unterendingen,Unterendingen,AG,4305,Endingen,GEN,20.05.2023 05:33:59
5467,0,Fisibach,Fisibach,AG,4306,Fisibach,GEN,20.05.2023 05:34:00
5324,0,Full-Reuenthal,Full-Reuenthal,AG,4307,Full-Reuenthal,GEN,20.05.2023 05:33:59
5313,0,Klingnau,Klingnau,AG,4309,Klingnau,GEN,20.05.2023 05:33:59
5322,0,Koblenz,Koblenz,AG,4309,Klingnau,GEN,20.05.2023 05:33:59
5322,0,Koblenz,Koblenz,AG,4310,Koblenz,GEN,20.05.2023 05:33:59
5325,0,Leibstadt,Leibstadt,AG,4311,Leibstadt,GEN,20.05.2023 05:33:59
5426,0,Lengnau AG,Lengnau AG,AG,4312,Lengnau (AG),GEN,20.05.2023 05:33:59
5316,0,Leuggern,Leuggern,AG,4313,Leuggern,GEN,20.05.2023 05:33:59
5317,0,Hettenschwil,Hettenschwil,AG,4313,Leuggern,GEN,20.05.2023 05:33:59
5465,0,Mellikon,Mellikon,AG,4314,Mellikon,GEN,20.05.2023 05:34:00
5425,0,Schneisingen,Schneisingen,AG,4318,Schneisingen,GEN,20.05.2023 05:33:59
5462,0,Siglistorf,Siglistorf,AG,4319,Siglistorf,GEN,20.05.2023 05:34:00
5306,0,Tegerfelden,Tegerfelden,AG,4320,Tegerfelden,GEN,20.05.2023 05:33:59
5333,0,Baldingen,Baldingen,AG,4324,Zurzach,GEN,20.05.2023 05:34:00
